buurtcode,naam,totaal
BU19493801,"Oosterbierum",136
BU04980200,"Oosterblokker",919
BU17300701,"Oosterbroek en vliegveld",238
BU03880103,"Oosterdijk",5
BU03630400,"Oosterdokseiland",53
BU03920506,"Oosterduin",853
BU08520004,"Ooster Ee",473
BU04480002,"Oosterend",233
BU19420205,"Ooster Eng-Noord",430
BU19420206,"Ooster Eng-Zuid",553
BU05991467,"Oosterflank",3956
BU00141800,"Oosterhaar",33
BU06370601,"Oosterheem-Noord-Oost",3792
BU06370600,"Oosterheem-Zuid-West",2139
BU00141203,"Oosterhoogebrug",52
BU00100831,"Oosterhorn",236
BU16760700,"Oosterland",806
BU04980401,"Oosterleek",376
BU03632801,"Oosterpark",250
BU19520104,"Oosterpark",380
BU00720004,"Oosterpark",48
BU03632800,"Oosterparkbuurt Noordwest",372
BU03632802,"Oosterparkbuurt Zuidoost",147
BU03632803,"Oosterparkbuurt Zuidwest",126
BU01500404,"Oosterstraat",495
BU03750301,"Oostertuinen",459
BU00100308,"Oosterveld",372
BU01640309,"Oosterveld",3
BU05130600,"Oosterwei",646
BU03960302,"Oosterwijk",630
BU03750600,"Oosterwijk",1064
BU00240304,"Oosterwijtwerd",140
BU03960501,"Oosterzij",421
BU03990604,"Oosterzij",880
BU03611004,"Oost-Graftdijk",12
BU06381005,"Oosthoek",2
BU03850401,"Oosthuizen",851
BU05121410,"Oost I",565
BU05121411,"Oost II",461
BU08556602,"Oostkamer Oost",147
BU08556403,"Oostkamer West",112
BU07170500,"Oostkapelle",1587
BU05051918,"Oostkil",6
BU08800002,"Oost-Knollendam",59
BU08093091,"Oost-Loon",31
BU06640331,"Oostmolenpark",603
BU03638500,"Oostoever Sloterplas",749
BU19110604,"Oostpolder",194
BU05900007,"Oostpolder",3002
BU05130902,"Oostpolder in Schieland",541
BU03632902,"Oostpoort",172
BU09950226,"Oostrandpark",831
BU09840601,"Oostrum",2411
BU04000101,"Oostsloot",371
BU00340302,"Oostvaardersbuurt",1505
BU09951098,"Oostvaardersplassen",492
BU05460505,"Oostvliet",2657
BU06140100,"Oostvoorne",1279
BU04201202,"Oostwoud Buitengebied",812
BU04201201,"Oostwoud Centrum",219
BU03636601,"Oostzanerdijk",171
BU17741513,"Ootmarsum Cellenkamp Palthenkamp",75
BU17741511,"Ootmarsum Randkern",181
BU01411300,"Ootmarsumsestraat en omgeving",411
BU17741512,"Ootmarsum villapark Stobbenkamp",11
BU02990015,"Ooy",1408
BU03010400,"Ooyerhoek",6
BU17420106,"Opbroek",10
BU19040104,"Op Buuren",311
BU09833204,"Op de Heide",1182
BU01500901,"Op den Haar",1561
BU00900120,"Opeinde",1448
BU05020777,"Operabuurt",455
BU19600700,"Ophemert",636
BU17110527,"Ophoven",49
BU18830102,"Ophoven",2087
BU19600603,"Opijnen",318
BU17020100,"Oploo",504
BU04320000,"Opmeer-Noord",2461
BU04320001,"Opmeer-Zuid, Spanbroek (gedeeltelijk)",1969
BU04200202,"Opperdoes Buitengebied",320
BU04200201,"Opperdoes Centrum",675
BU17830103,"Opstal",55
BU05340102,"Oranjebuurt",691
BU03750200,"Oranjebuurt",270
BU15251405,"Oranjebuurt",280
BU07941600,"Oranjebuurt",831
BU03830101,"Oranjebuurt",1455
BU05530104,"Oranjebuurt",451
BU04820404,"Oranjebuurt",97
BU06220502,"Oranjebuurt",1085
BU09841202,"Oranjebuurt",394
BU08280301,"Oranjebuurt I en Ruivert",931
BU08280305,"Oranjebuurt II",275
BU06060307,"Oranjekwartier",1014
BU01500604,"Oranjekwartier",1340
BU05790011,"Oranje Nassau",1639
BU19420506,"Oranje Nassaupark-Noord",370
BU19420507,"Oranje Nassaupark-Zuid",494
BU06875265,"Oranjeplaat",56
BU08520001,"Oranjewijk",205
BU05470100,"Oranjewijk",506
BU00801102,"Oranjewijk",294
BU04890409,"Oranjewijk 1",813
BU04890410,"Oranjewijk 2",438
BU19480427,"Oranjewijk en Dorsveld",324
BU03634202,"Orteliusbuurt Midden",101
BU03634102,"Orteliusbuurt Noord",61
BU03634203,"Orteliusbuurt Zuid",136
BU07960913,"Orthen",607
BU07960403,"Orthenpoort",208
BU07960914,"Orthen-West",335
BU03637900,"Osdorper Binnenpolder",955
BU03638001,"Osdorper Bovenpolder",336
BU03638200,"Osdorp Midden Noord",355
BU03638201,"Osdorp Midden Zuid",291
BU03638102,"Osdorpplein e.o.",402
BU03638104,"Osdorp Zuidoost",638
BU08730200,"Ossendrecht",1189
BU01411603,"Ossenkoppelerhoek-Midden-Noord",178
BU01411605,"Ossenkoppelerhoek-Midden-Zuid",417
BU01411601,"Ossenkoppelerhoek-Oost",117
BU01411604,"Ossenkoppelerhoek-West",1059
BU17083300,"Ossenzijl",138
BU03610900,"Oterleek",54
BU02289001,"Otterlo dorp",1225
BU19040103,"Otterspoorbroek",339
BU09070100,"Ottersum",392
BU19781501,"Ottoland-Buitengebied-Noord",43
BU19781507,"Ottoland-Buitengebied-Zuid",554
BU19781508,"Ottoland-Dorp",105
BU19781510,"Ottoland-Dorp-West",3
BU19781506,"Ottoland-Oost",7
BU19781503,"Ottoland-Vuilendam",28
BU19781505,"Ottoland-West",3
BU18840104,"Oud Ade en Zevenhuizen",141
BU19781605,"Oud-Alblas-Buitengebied-Noord",23
BU19781604,"Oud-Alblas-Buitengebied-Zuid",222
BU19781603,"Oud-Alblas-Dorp",97
BU19781601,"Oud-Alblas-Oost",71
BU01931310,"Oud-Assendorp",611
BU19630050,"Oud-Beijerland Bedrijventerrein De Bosschen",20
BU19630051,"Oud-Beijerland Bedrijventerrein De Hoogerwerf",19
BU19630099,"Oud-Beijerland Buitengebied",237
BU19630007,"Oud-Beijerland Poortwijk",28
BU19630004,"Oud-Beijerland Zuidwijk",90
BU03030602,"Oud-Biddinghuizen",479
BU03030601,"Oud-Biddinghuizen Buiten",143
BU19010308,"Oud-Bodegraafseweg",251
BU05991574,"Oud Charlois",2753
BU06290004,"Oud-Clingendaal",834
BU05990837,"Oud Crooswijk",1471
BU19260341,"Oud-Delfgauw",343
BU04000200,"Oud Den Helder",617
BU07660109,"Oud Dongen",3295
BU19240103,"Ouddorp zuid",2
BU03030321,"Oud-Dronten",1505
BU03920701,"Oude Amsterdamsebuurt",654
BU19493901,"Oudebildtzijl",509
BU07180100,"Oude Binnenstad",548
BU02160000,"Oude Binnenstad en Nieuwstad",605
BU02160001,"Oude Buitenwijken",670
BU08551004,"Oude Dijk",505
BU06874956,"Oudedorp",4
BU04500004,"Oude Dorp",128
BU00900130,"Oudega",1147
BU01500402,"Oudegoedstraat",266
BU03880102,"Oude Gouw-Gommerwijk",3266
BU07724350,"Oude Gracht-Oost",1233
BU07724340,"Oude Gracht-West",1060
BU19403001,"Oudehaske",11
BU03630001,"Oude Kerk e.o.",56
BU05020337,"Oude Kern",336
BU16212843,"Oudeland",4
BU06541101,"Oudelande (Kern)",304
BU01935160,"Oude Mars",798
BU03940675,"Oude Meer",123
BU19403101,"Oudemirdum",28
BU17090701,"Oudemolen",130
BU17301401,"Oudemolen",232
BU01501402,"Oude Molen",507
BU16761301,"Oude Moolweg en Laone",618
BU07961011,"Oud Empel",1771
BU16550301,"Oudenbosch-Centrum",1191
BU05051004,"Oudendijk en omgeving",84
BU15981001,"Oudendijk Verspreide huizen",257
BU05790012,"Oudenhof",2668
BU19110200,"Oude-Niedorp",389
BU05990535,"Oude Noorden",2361
BU02891204,"Oude Nude",396
BU19480428,"Oude ontginning",782
BU03080004,"Oude-Oosterhei",843
BU07650000,"Oude Pekela",524
BU05020229,"Oude Plaats",252
BU04370000,"Ouderkerk aan de Amstel",291
BU19310200,"Ouderkerk aan den IJssel",15
BU05470001,"Ouderzorg inclusief De Houtkamp",2682
BU04480004,"Oudeschild",348
BU04410901,"Oudesluis (woonkern)",267
BU03921701,"Oude Spaarndammerpolder",84
BU07727120,"Oude Spoorbaan",437
BU19610100,"Oude Stad",35
BU17050200,"Oude Stad Huissen",243
BU09070300,"Oude Stadskern",169
BU19240606,"Oude-Tonge buitengebied",181
BU19240605,"Oude-Tonge industriegebied",10
BU07724320,"Oude Toren",794
BU04410581,"Oudevaart-Zuid",348
BU15810001,"Oudeweg",57
BU03990602,"Oude Werf",176
BU05990111,"Oude Westen",1225
BU18840001,"Oude Wetering",1167
BU16550101,"Oud Gastel",2442
BU18830506,"Oud-Geleen en Haesselderveld",1849
BU03960300,"Oud Haarlem",1873
BU07971100,"Oudheusden",174
BU03440722,"Oud Hoograven-Noord",529
BU03440723,"Oud Hoograven-Zuid",521
BU04980101,"Oudijk",474
BU04530302,"Oud-IJmuiden",475
BU05991283,"Oud IJsselmonde",1638
BU01935100,"Oud-Ittersum",684
BU04160000,"Oudkarspel",3
BU04793110,"Oud Koog",2040
BU16960100,"Oud-Kortenhoef",34
BU05420000,"Oud Krimpen",1648
BU01480118,"Oudleusen kern",78
BU08093070,"Oud-Loon",8
BU16960300,"Oud-Loosdrecht",49
BU05990327,"Oud Mathenesse",2315
BU04730103,"Oud Noord",828
BU19040309,"Oudover",6
BU19010615,"Oud-Reeuwijk",128
BU06030221,"Oud-Rijswijk",693
BU17110416,"Oud-Roosteren",21
BU06640990,"Oud-Sabbinge",217
BU01935000,"Oud-Schelle",513
BU05180701,"Oud Scheveningen",128
BU03921702,"Oud Spaarndam",280
BU03750201,"Oud Sportpark",270
BU03030703,"Oud-Swifterbant",657
BU09940202,"Oud-Valkenburg",333
BU18920209,"Oud Verlaat",186
BU07160600,"Oud-Vossemeer",581
BU06290001,"Oud-Wassenaar",1285
BU03990202,"Oud West",1850
BU04792210,"Oud West",1410
BU01932100,"Oud-Westenholte",1113
BU03440512,"Oudwijk",622
BU04794110,"Oud Zaandijk",1353
BU02990014,"Oud Zevenaar",595
BU02260302,"Oud Zuid",1119
BU03990502,"Oud Zuid",828
BU17350601,"Oud Zuiderhagen",11
BU19041101,"Oud-Zuilen",49
BU19010729,"Oukoop",551
BU05130500,"Ouwe Gouwe",1478
BU16760800,"Ouwerkerk",548
BU16850202,"Oventje",1309
BU07580302,"Overakker",1780
BU03635805,"Overamstel",242
BU02520100,"Overasselt",1
BU03750703,"Overbos",891
BU03100702,"Overbosch",280
BU03631307,"Overbraker Binnenpolder",209
BU07941609,"Overbrug",2236
BU16213312,"Overbuurtse Polder",346
BU15250104,"Over de Brug",27
BU00100202,"Over de Gracht",205
BU05370510,"Overduin",761
BU00340110,"Overgooi",3317
BU02020526,"Over het Lange Water",1082
BU06130416,"Overhoeken",430
BU03637107,"Overhoeks",116
BU18830200,"Overhoven",812
BU00340399,"Overig Almere Buiten",1988
BU00340199,"Overig Almere Haven",2789
BU00340599,"Overig Almere Hout",8765
BU00340699,"Overig Almere Pampus",2109
BU00340499,"Overig Almere Poort",774
BU00340299,"Overig Almere Stad",3309
BU01500907,"Overig Colmschate-Noord",1054
BU18840209,"Overige verspreide huizen",391
BU19690009,"Overige verspreide huizen",91
BU19660409,"Overige verspreide huizen",177
BU19691609,"Overige verspreide huizen",398
BU02630409,"Overige verspreide huizen",383
BU19660709,"Overige verspreide huizen",382
BU04320009,"Overige verspreide huizen",75
BU16850009,"Overige verspreide huizen",662
BU18840109,"Overige verspreide huizen",563
BU17141109,"Overige verspreide huizen Hoofdplaat",105
BU05370809,"Overige verspreide huizen Valkenburg",38
BU19610109,"Overige verspreide huizen Vianen",1
BU17081702,"Overig Giethoorn-Noord",259
BU07960798,"Overig Landelijk gebied De Groote Wielen",250
BU09950117,"Overijsselse Hout",36
BU09951073,"Overijsselse Hout, Hoefslag, Hondsdraf",1051
BU09951075,"Overijsselse Hout, Jagersbos",129
BU07580605,"Overkroeten",1133
BU04390501,"Overlanderstraat en omgeving",1204
BU08281600,"Overlangel",651
BU05990456,"Overschie",2410
BU19521601,"Overschild",102
BU19521602,"Overschild Buitengebied",658
BU02220205,"Overstegen-Oost",16
BU15251401,"Overteylingen",155
BU03638600,"Overtoomse Veld Noord",606
BU03638601,"Overtoomse Veld Zuid",640
BU03770109,"Overveen-West",6
BU02431104,"Overveld",276
BU06030851,"Overvoorde",2656
BU04390204,"Overwhere-Noord",2772
BU04390201,"Overwhere-Zuid",2736
BU06640110,"Overzuid",1456
BU06541201,"Ovezande (Kern)",427
BU01501505,"Oxerhof",810
BU16690204,"Paarlo",67
BU02020845,"Paasberg",554
BU02670112,"Paasbos-oost",627
BU02670111,"Paasbos-west",1020
BU17083100,"Paasloo",276
BU07180303,"Paauwenburg Noordoost",399
BU07180301,"Paauwenburg West",818
BU07180300,"Paauwenburg Zuidoost",500
BU00141002,"Paddepoel-Noord",38
BU04840302,"Paddestoelenbuurt",742
BU04890715,"Paddewei",790
BU08552503,"Padua",167
BU05020117,"Paganinibuurt",448
BU03010106,"Pagemate en omgeving",41
BU16550302,"Pagnevaart",687
BU07961102,"Paleiskwartier",813
BU06370003,"Palenstein",1503
BU05051101,"Palissander en omgeving",656
BU19500501,"Pallert",245
BU03420705,"Paltz",310
BU05460103,"Pancras-Oost",273
BU05460102,"Pancras-West",160
BU02990600,"Pannerden",610
BU03530012,"Panoven",2
BU09070309,"Panoven-Maaskemp",330
BU03637102,"Papaverweg e.o.",317
BU07180405,"Papegaaienburg - Hofwijk",352
BU18830701,"Papenhoven",978
BU05690302,"Papenveer",72
BU05121500,"Papland",520
BU01411702,"Paradijs",341
BU04840503,"Paradijslaan",353
BU05020449,"Paradijssel",388
BU03634300,"Paramariboplein e.o.",279
BU02000207,"Park Berg en Bos",286
BU05184003,"Parkbuurt oosteinde",790
BU03635605,"Park de Meer",68
BU06060701,"Parkenbuurt/Bijdorp",3511
BU07726360,"Park Forum",739
BU03638801,"Park Haagseweg",347
BU06220705,"Park Holy Noord",425
BU09950635,"Park, Jol, Gajoen",322
BU16740200,"Parklaan-Hoogstraat",749
BU19161201,"Park Leeuwenbergh",78
BU05050206,"Park Merwestein en omgeving",946
BU03561500,"Park Oudegein",4193
BU06130417,"Park Rhoon",584
BU04797230,"Parkrijk",2109
BU09950747,"Park Schoener",165
BU19160102,"Park Veursehout",791
BU01411201,"Parkweg en omgeving",600
BU00340204,"Parkwijk",3394
BU00370108,"Parkwijk",61
BU03440941,"Parkwijk-Noord",965
BU03440942,"Parkwijk-Zuid",1017
BU18920412,"Parkzoom",362
BU06220305,"Park Zuidbuurt",509
BU03632702,"Parooldriehoek",63
BU04060327,"Parrewijn",92
BU17290300,"Partij-Wittem",605
BU06031083,"Pasgeld",987
BU19690701,"Pasop",213
BU03630607,"Passeerdersgrachtbuurt",63
BU02810304,"Passewaaij e.o.",185
BU02810301,"Passewaaij-Noord-Oost",990
BU02810300,"Passewaaij-Noord-West",335
BU02810303,"Passewaaij-Zuid-Oost",541
BU02810302,"Passewaaij-Zuid-West",468
BU08552403,"Pastorieklamp Oost",85
BU08552402,"Pastorieklamp West",336
BU04530204,"Paterskerkbuurt",72
BU17300600,"Paterswolde",1690
BU00141707,"Paterswoldsemeer",1
BU05340201,"Patrimonium",104
BU03921005,"Patrimoniumbuurt",409
BU05032808,"Pauwmolen",62
BU03634701,"P.C. Hooftbuurt",177
BU05051109,"Pearl Buck-erf en omgeving",850
BU17110732,"Peij",825
BU17110733,"Peijerveld",721
BU19494000,"Peins",158
BU03080006,"Pekingpark",364
BU04791310,"Peldersveld",3349
BU05991577,"Pendrecht",2791
BU17730217,"Peperkamp en De Enk",1006
BU05991391,"Pernis",2340
BU19451100,"Persingen",208
BU05460700,"Pesthuiswijk",1338
BU03450204,"Petenbos-Oost",9
BU03631002,"Petroleumhaven",208
BU07960206,"Pettelaarpark",280
BU04411101,"Petten-Centrum en Korfwater",606
BU04411102,"Petten-West",75
BU07726120,"Philipsdorp",650
BU00140704,"Piccardthof",2
BU18960109,"Pieperpolder",76
BU01931340,"Pierik",945
BU19494100,"Pietersbierum",382
BU05460000,"Pieterswijk",256
BU03634002,"Pieter van der Doesbuurt",94
BU06060403,"Piet Sandersbuurt",265
BU17830113,"Pijletuinen",39
BU04530803,"Pijlkruidbuurt",408
BU09951068,"Pijlstaartweg, Vleetweg, Larserweg",714
BU03440212,"Pijlsweerd-Noord",405
BU03440211,"Pijlsweerd-Zuid",628
BU19260101,"Pijnacker-Centrum/Dorp",1071
BU19260102,"Pijnacker Noord",1542
BU19260112,"Pijnacker Oost",226
BU03420301,"Pijnenburg",155
BU05032506,"Pijperring",309
BU03030210,"Pioniersweg",279
BU08551105,"Piushaven",184
BU04150001,"Plan Centrum-Noord",64
BU04150003,"Plan Centrum-West",124
BU04150002,"Plan Centrum-Zuid",4
BU03630505,"Planciusbuurt Noord",42
BU03630506,"Planciusbuurt Zuid",16
BU03921305,"Planetenbuurt",174
BU15251204,"Planetenbuurt",231
BU04840210,"Planetenbuurt-Noord",700
BU04840211,"Planetenbuurt-Zuid",353
BU03990303,"Plan Oost",1505
BU03750300,"Plantage",340
BU03636910,"Plan van Gool",633
BU05320102,"Plan Zuid en Princenhof",2819
BU06030581,"Plaspoelpolder",1728
BU02020843,"Plattenburg",181
BU19010726,"Platteweg",335
BU01500502,"Platvoet",907
BU19480221,"Plein 1",744
BU05050600,"Plein 1940-1945 en omgeving",95
BU19480222,"Plein 2",336
BU19480223,"Plein 3",321
BU09940007,"Plenkert",483
BU03562100,"Plettenburg",1765
BU02970101,"Poederoijen",241
BU07722310,"Poeijers",405
BU17830901,"Poeldijk Centrumgebied",5
BU17830902,"Poeldijk Noord",4
BU03960500,"Poelenburg",573
BU04791210,"Poelenburg",4383
BU06872027,"Poelendaele",308
BU05790024,"Poelgeest",849
BU03921905,"Poelpolder-noord",1004
BU03922104,"Poelpolder-zuid",216
BU03350101,"Polanen",159
BU00100646,"Polarisbuurt",187
BU06130312,"Polder Albrandswaard",140
BU04820601,"Polder Blokweer",159
BU19040202,"Polder Breukelen Proosdij",1
BU19040205,"Polder Breukelerwaard",9
BU04820104,"Polderbuurt",167
BU05130702,"Polderbuurt",1126
BU19520408,"Polder De Nijverheid",331
BU01660016,"Polder Dronthen",28
BU19302703,"Poldergebied Geervliet",239
BU19302504,"Poldergebied Heenvliet",147
BU19041001,"Poldergebied Loenersloot",180
BU03440343,"Poldergebied Overvecht",2778
BU19040904,"Polder Het Honderd",160
BU19040301,"Polder Holland",532
BU19040504,"Polder Kockengen",7
BU19040201,"Polder Kortrijk",16
BU19040206,"Polder Nijenrode",205
BU04840811,"Polderpeil-Oost",420
BU04840810,"Polderpeil-West",693
BU19040501,"Polder Portengen",100
BU19040503,"Polder Spengen",20
BU19040903,"Polder Sticht",60
BU06875059,"Poldertje",237
BU04820604,"Polder Vinkenwaard",297
BU00340371,"Poldervlak",383
BU06060803,"Polderwetering",203
BU16760002,"Poortambacht",2808
BU06130103,"Poortugaal",4
BU06130310,"Poortugaal-Centrum",457
BU06130311,"Poortugaal Zuid",1551
BU03030101,"Poort van Dronten",311
BU17341503,"Poort van Midden-Gelderland Noord 1/2/3",322
BU17341501,"Poort van Midden-Gelderland Zuid (Heterenkum)",379
BU07160100,"Poortvliet",439
BU06871417,"Popkensburg",8
BU06871010,"Poppenroede",98
BU05032400,"Poptahof-Noord",332
BU05032401,"Poptahof-Zuid",304
BU19040506,"Portengense Brug",5
BU06130624,"Portland-Centrum",581
BU06130521,"Portland-Koedoodzone",768
BU15251101,"Postbuurt",297
BU16690401,"Posterholt",1197
BU03634301,"Postjeskade e.o.",267
BU09831507,"Postwegflat",46
BU03920702,"Potgieterbuurt",292
BU05050400,"Pr. Bernhardstraat en omgeving",173
BU04840206,"Preludeweg",604
BU06030853,"Presidentenbuurt",245
BU02020423,"Presikhaaf I",392
BU02020424,"Presikhaaf II",361
BU02020425,"Presikhaaf III",901
BU03080201,"Pr. Hendrikpark",411
BU07580503,"Princenhage",4594
BU03440233,"Prins Bernhardplein en omgeving",681
BU07725120,"Prinsejagt",2307
BU07580900,"Prinsenbeek",6345
BU19160200,"Prinsenhof hoog",1317
BU19160201,"Prinsenhof laag",664
BU02670204,"Prinsenkamp",106
BU05991448,"Prinsenland",4157
BU03635900,"Prinses Irenebuurt",256
BU18960403,"Prinsessenbuurt",125
BU02035534,"Prinsessenwijk",62
BU19420100,"Prins Hendrikkwartier",101
BU17240202,"Prins van Luikstraat e.o.",11
BU16213353,"Prisma",161
BU05032806,"Professorenbuurt",381
BU03921904,"Professorenbuurt",283
BU03080101,"Professorenwijk",532
BU05460402,"Professorenwijk-Oost",1572
BU05460404,"Professorenwijk-West",967
BU06871619,"Prooijenspark",749
BU05990516,"Provenierswijk",665
BU19310504,"Provinciale weg (ged.) De Hem en Hogedijk (ged.)",118
BU05020119,"Puccinibuurt",473
BU02250101,"Puiflijk",5
BU02250102,"Puiflijk Buitengebied",1
BU09950632,"Punter",939
BU04390603,"Purmerbos en verspreide bebouwing",840
BU04150101,"Purmerland",292
BU03850101,"Purmerpolder",717
BU04390601,"Purmer-Zuid/Noord",1844
BU04390602,"Purmer-Zuid/Zuid",2206
BU06320603,"Putkop",178
BU08730300,"Putte",1804
BU02730000,"Putten-Centrum",35
BU02730002,"Putten-Noord",56
BU07722300,"Puttense Dreef",726
BU02730004,"Putten-Stationsstraat industriegebied",225
BU02730001,"Putten-Zuid-Oost",120
BU02730003,"Putten-Zuid-West",83
BU09831102,"Q4",184
BU02740206,"Quadenoord",159
BU03440243,"Queeckhovenplein en omgeving",293
BU08554402,"Quirijnstok Noord-Oost",312
BU08554401,"Quirijnstok Noord-West",486
BU08554406,"Quirijnstokpark",1029
BU08554403,"Quirijnstok West",484
BU08554405,"Quirijnstok Zuid-Oost",927
BU08554404,"Quirijnstok Zuid-West",601
BU04020202,"Raadhuiskwartier",712
BU19160702,"Raadhuiskwartier",925
BU19420001,"Raadhuisplein",354
BU05460702,"Raadsherenbuurt",6111
BU01500106,"Raambuurt",135
BU05130103,"Raam e.o.",302
BU03632301,"RAI",240
BU07180601,"Rammekens",28
BU03920503,"Ramplaankwartier",514
BU06871518,"Ramsburg",471
BU07170501,"Randduin",2098
BU01501102,"Rande",901
BU19010618,"Randenburg",65
BU00340271,"Randstad",573
BU03400501,"Randzone",446
BU03637305,"Ransdorp",52
BU07727230,"Rapelenburg",364
BU00807003,"Rapenburg",320
BU03630402,"Rapenburg",119
BU07724250,"Rapenland",1192
BU09940404,"Rasberg",67
BU19660202,"Rasquert",6
BU08556611,"Rauwbraken",698
BU02810103,"Rauwenhof",1111
BU02810102,"Rauwenhof e.o.",425
BU19010724,"Ravensberg",1143
BU09940104,"Ravensbosch",193
BU08281400,"Ravenstein",1527
BU03639306,"Rechte H-buurt",71
BU16760501,"Recreatiegebied",62
BU16950301,"Recreatiegebied Kamperland",28
BU08670013,"Recreatieoord",897
BU04730107,"Recreatiepark",2
BU18920407,"Recreatiepark Klein Hitland",3
BU17110734,"Recreatiepark Marisheem",5
BU05020111,"Redebuurt",347
BU04820102,"Redersbuurt",367
BU00808201,"Reduzum",317
BU02281003,"Reehorst",2504
BU16850100,"Reek",1778
BU02289051,"Reemst",2971
BU08555402,"Reeshofweide",207
BU17741612,"Reestman",27
BU17340104,"Reeth",349
BU19010722,"Reeuwijk Brug",641
BU19010621,"Reeuwijk Dorp",389
BU00340309,"Regenboogbuurt",3816
BU03630305,"Reguliersbuurt",22
BU03750005,"Reguliersstraat",97
BU03639605,"Reigersbos Midden",328
BU03639601,"Reigersbos Noord",332
BU03639606,"Reigersbos Zuid",540
BU02740602,"Reijers-Camp",146
BU06320605,"Reijerscop",58
BU06873041,"Reijershove",389
BU17290003,"Reijmerstok",398
BU03920906,"Reinaldapark",1307
BU05032500,"Reinier de Graafbuurt",451
BU00140904,"Reitdiep",70
BU06030224,"Rembrandtkwartier",1148
BU05050307,"Rembrandtlaan en omgeving",182
BU19420510,"Rembrandtpark",950
BU03638602,"Rembrandtpark Noord",180
BU03638603,"Rembrandtpark Zuid",195
BU03630304,"Rembrandtpleinbuurt",80
BU03400901,"Remmerden",111
BU05020112,"Rendier/Navigatiebuurt",206
BU03960602,"Rendorppark",387
BU16761300,"Renesse",1227
BU00803003,"Rengerspark",1007
BU03130011,"Rengerswetering",120
BU02740104,"Renkum Centrum",461
BU02740207,"Renkumse Heide",936
BU03390000,"Renswoude",118
BU02680960,"Ressen",13
BU17140100,"Retranchement",71
BU16670000,"Reusel",144
BU16690203,"Reutje",22
BU01830600,"Reutum kern",12
BU05020223,"Reviusbuurt",564
BU02750100,"Rheden",1880
BU02750101,"Rheden-West ten westen van Oranjeweg en Haverweg",146
BU19500101,"Rhederbrug-Oost",137
BU19500002,"Rhederweg-West",163
BU01602301,"Rheezerveen",142
BU19600202,"Rhenoy",111
BU19600208,"Rhenoy e.o.",837
BU02130306,"Rhienderen Kern",349
BU02130307,"Rhienderen Noord",95
BU02130312,"Rhienderense Broek",539
BU02130308,"Rhienderense Enk",23
BU05790001,"Rhijngeest",945
BU06130414,"Rhoon-Centrum",386
BU06130205,"Rhoon Noord",1012
